,posted,neighborhood,post title,number bedrooms,sqft,URL,price
1800,2019-04-25 07:44, (alamo square / nopa),Scott @ McAllister | Furnished 2BR/1.5BA Top Floor Flat. Available,2br,1500ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-scott-mcallister/6874407303.html,3600
1801,2019-04-25 07:42, (bayview),"UNIQUE 1.5 BEDROOM, MOST SUN GARDEN BAYVIEW LOCALE",1br,650ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-unique-15-bedroom-most/6872260767.html,2350
1802,2019-04-25 07:39, (russian hill),"Russian Hill - 2 BR, 2 BA NEW Apartment 1,159 Sq. Ft. -Short Term",2br,1159ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-russian-hill-2-br-2-ba/6874403556.html,5500
1803,2019-04-25 07:39, (visitacion valley),"3 Bed, 2 Bath Apt. Close to US 101/280 & Muni.",3br,1390ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-bed-2-bath-apt-close-to/6874403193.html,3500
1804,2019-04-25 07:33, (mission district),Remodeled 2-3 Bedroom condo in the Mission! ~ J.Wavro,3br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-2-3-bedroom/6874398359.html,4795
1805,2019-04-25 07:32," (Berkeley, CA)",2 Bedrooms/1 Bathroom Spacious Living and Dining Rooms,,,https://sfbay.craigslist.org/sfc/apa/d/berkeley-2-bedrooms-1-bathroom-spacious/6874380556.html,1955
1806,2019-04-25 07:31, (nob hill),Doorman Blg with City and Bay Views - valet parking ~ J.Wavro,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-doorman-blg-with-city-and/6874396417.html,6100
1807,2019-04-25 07:30, (north beach / telegraph hill),Sunny 3 bedroom Apt. in North Beach. 648 Green st.,3br,950ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-3-bedroom-apt-in/6874395239.html,5200
1808,2019-04-25 07:26, (north beach / telegraph hill),Sunny 3 bedroom Apt. in North Beach. 648 Green st.,3br,950ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-3-bedroom-apt-in/6874392406.html,5200
1809,2019-04-25 07:26, (SOMA / south beach),"An Extremely Great Value Home, In A Wonderful Location.",1br,672ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-an-extremely-great-value/6869541265.html,3878
1810,2019-04-25 07:26, (north beach / telegraph hill),4 Bedroom flat in North Beach,4br,950ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-4-bedroom-flat-in-north/6874392036.html,5600
1811,2019-04-25 07:26," (Sonoma, CA)",Beautiful Two beds 2 baths Remodeled kitchen with island,,,https://sfbay.craigslist.org/sfc/apa/d/sonoma-beautiful-two-beds-2-baths/6874361962.html,2755
1812,2019-04-25 07:25, (mission district),"Corner Condo w/ Designer Upgrades, 2 Car Parking & Shared Roof Deck",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-corner-condo-designer/6870795421.html,6500
1813,2019-04-25 07:25, (north beach / telegraph hill),4 or 3 bedroom flat in North Beach,4br,950ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-4-or-3-bedroom-flat-in/6874391150.html,5600
1814,2019-04-25 07:25, (hayes valley),Beautifully Furnished Studio For Rent in Hayes Valley,1br,1005ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautifully-furnished/6874391044.html,2000
1815,2019-04-25 07:24, (russian hill),"Remodeled Condo with W/D in unit, Parking & Roof Deck- 1380 Greenwich",,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-condo-with-d-in/6874390707.html,3895
1816,2019-04-25 07:24, (north beach / telegraph hill),3-4 Bedroom Flat in North Beach $5200 - $5600,3br,900ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-4-bedroom-flat-in-north/6874390048.html,5200
1817,2019-04-25 07:24, (tenderloin),Newly Renovated | Corner Unit | Garden Views | Studio | 555 Eddy St,,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-renovated-corner/6866596921.html,2095
1818,2019-04-25 07:23," (Berkeley, CA)",2 Bedrooms/1 Bathroom Spacious Living and Dining Rooms,,,https://sfbay.craigslist.org/sfc/apa/d/berkeley-2-bedrooms-1-bathroom-spacious/6874380640.html,1955
1819,2019-04-25 07:23, (downtown / civic / van ness),"Month-to-month contracts, furnished rooms now available",1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-month-to-month-contracts/6870708176.html,1850
1820,2019-04-25 07:22, (SOMA / south beach),Furnished 2br/2ba Portside Condo With Bay View - Short Term,2br,1196ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-2br-2ba/6866585145.html,5200
1821,2019-04-25 07:22, (SOMA / south beach),"Top Floor 1 Bed 1.5 Bath Loft w/ Mezzanine, Balcony & Parking",1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-1-bed-15-bath/6874388560.html,3900
1822,2019-04-25 07:21, (marina / cow hollow),Single  Family Home Near Union Street Available for 6 Month Lease,3br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-single-family-home-near/6874388104.html,7500
1823,2019-04-25 07:19, (mission district),"Open Sat/Sun 11:30, Exec Condo/Loft,Spacious,Gated,View,Garage,Commute",3br,2203ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-sat-sun-1130-exec/6874386525.html,7850
1824,2019-04-25 07:17, (Mission Bay),"Furnished, Chic Mission Bay 1BR w/ Gym, W/D, 6 minutes to Safeway",1br,650ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-chic-mission/6860921958.html,4590
1825,2019-04-25 07:17, (SOMA / south beach),"Furnished, Sunlit SoMa 2BR w/ Gym, Patio, walk to Tech HQ & BART",2br,1000ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-sunlit-soma-2br/6860925680.html,5690
1826,2019-04-25 07:17, (hayes valley),"Furnished, Ideal Hayes Valley Studio w/ Rooftop, W/D, by BART",,460ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-ideal-hayes/6860195048.html,3590
1827,2019-04-25 07:17, (SOMA / south beach),"Furnished, Rad SoMa 1BR w/ Gym + Doorman, near Civic Center",1br,700ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-rad-soma-1br/6860270156.html,4190
1828,2019-04-25 07:17, (SOMA / south beach),"Furnished, Premium South Beach Studio w/pools, 2 min to Muni lightrail",,460ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-premium-south/6859507767.html,3590
1829,2019-04-25 07:17, (SoMa),"Fully Furnished, Sunny 1BR SoMa w/ High ceilings, Skylight + Gym",1br,600ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-furnished-sunny-1br/6861810336.html,4290
1830,2019-04-25 07:17, (SOMA / south beach),"Furnished, Spacious 2BR Mission Bay w/ Gym, near Caltrain",2br,1043ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-spacious-2br/6861825393.html,6390
1831,2019-04-25 07:17, (SOMA/South Beach),"Fully Furnished, SoMa 1BR w/ Gym + Doorman, near Civic Center",1br,700ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-furnished-soma-1br/6869851643.html,3890
1832,2019-04-25 07:17, (pacific heights),"Furnished, Bespoke Lower Pacific Heights 1BR w/ Gym + Pool",1br,625ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-bespoke-lower/6871301693.html,4390
1833,2019-04-25 07:16, (SOMA / south beach),Loft in the Historic Clocktower Building (parking optional),1br,780ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-loft-in-the-historic/6858469980.html,3900
1834,2019-04-25 07:11, (SOMA / south beach),"SoMa - 2 BR, 1 BA Condo 798 Sq. Ft. - 3D Virtual Tour",2br,798ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-2-br-1-ba-condo-798/6874379701.html,3800
1835,2019-04-25 07:11," (Sonoma, CA)",Beautiful Two beds 2 baths Remodeled kitchen with island,,,https://sfbay.craigslist.org/sfc/apa/d/sonoma-beautiful-two-beds-2-baths/6874361951.html,2755
1836,2019-04-25 07:08, (financial district),"Financial District - 2 BR, 2 BA 1,165 Sq. Ft. - 3D Virtual Tour",2br,1165ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-financial-district-2-br-2/6874377536.html,4750
1837,2019-04-25 07:08, (tenderloin),Top Floor Studio! City Views | New Kitchen&Bathroom | 555 Eddy,,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-studio-city/6864525198.html,2095
1838,2019-04-25 07:08, (russian hill),"Newley Renovated 3bed/2bth, Natural Light, Pets Welcome",3br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newley-renovated-3bed/6872151685.html,5495
1839,2019-04-25 07:06, (marina / cow hollow),"Marina - 3 BR, 1 BA Apartment 1,600 Sq. Ft. - 3D Virtual Tour",3br,1600ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-marina-3-br-1-ba/6874375690.html,4450
1840,2019-04-25 07:05, (excelsior / outer mission),1 Bed/1 Bath In-Law for rent near Balboa Park Bart-Utilities Included,1br,350ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bed-1-bath-in-law-for/6869834602.html,2100
1841,2019-04-25 07:05, (russian hill),STUNNING EDWARDIAN FLAT | 2BD/1.5BA |PERIOD DETAILS| Rob Orlando SFRES,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stunning-edwardian-flat/6869924461.html,4195
1842,2019-04-25 07:05, (SOMA / south beach),88 KING | LARGE 2BD/2BA | CITY VIEWS | Rob Orlando SFRES,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-88-king-large-2bd-2ba/6872717887.html,5549
1843,2019-04-25 07:04, (russian hill),"Russian Hill - 3 BR, 2 BA NEW Apartment 1,562 Sq. Ft. -3D Virtual Tour",3br,1562ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-russian-hill-3-br-2-ba/6874374501.html,5500
1844,2019-04-25 07:01, (russian hill),"Russian Hill - 3 BR, 2 BA NEW Apartment 1,505 Sq. Ft. -3D Virtual Tour",3br,1505ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-russian-hill-3-br-2-ba/6874371745.html,5500
1845,2019-04-25 07:00, (bernal heights),Single Family Victorian w/ Yard & Garage next to Bernal Heights Park,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-single-family-victorian/6870395185.html,4400
1846,2019-04-25 07:00, (tenderloin),Efficiency Studio | Petite Kitchen | Great Closet Space | 424 Ellis St,,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-efficiency-studio-petite/6874371097.html,1650
1847,2019-04-25 07:00, (SOMA / south beach),Remodeled One bedroom/One bath Parking available,1br,800ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-one-bedroom-one/6874371047.html,2995
1848,2019-04-25 07:00, (castro / upper market),Charm! | French doors | Bay windows | Amazing location | 4160 20th St,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charm-french-doors-bay/6870059394.html,2850
1849,2019-04-25 07:00, (tenderloin),Renovated Studio |  Convenient location | Great Kitchen | 555 Eddy,,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-renovated-studio/6869993661.html,1995
1850,2019-04-25 07:00, (glen park),Sunny Home w/ Views & Garage. Walk to Glen Park Village.  225 Mateo St,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-home-views-garage/6874370660.html,3895
1851,2019-04-25 06:59, (marina / cow hollow),"Large & Bright Apartment w/ Double Parlor, Hardwood Floors, Yard",1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-bright-apartment/6872724776.html,3700
1852,2019-04-25 06:43, (USF / panhandle),Garden Studio in Anza Vista,,500ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-garden-studio-in-anza/6866617978.html,1995
1853,2019-04-25 06:32, (SOMA / south beach),"One Rincon Hill, #2203, 2bd/2ba, Big Views, 425 1st St",2br,1278ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-rincon-hill-bd-2ba/6874349685.html,5700
1854,2019-04-25 06:30, (SOMA / south beach),"One Rincon Hill, #2203, 2bd/2ba, Big Views, 425 1st St",2br,1278ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-rincon-hill-bd-2ba/6874348765.html,5700
1855,2019-04-25 06:22, (USF / panhandle),Remodeled top floor condo near USF and Golden Gate Park! ~ J.Wavro,3br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-top-floor-condo/6874342879.html,5250
1856,2019-04-25 06:21, (marina / cow hollow),Studio unit sunny and spacious,,452ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-unit-sunny-and/6874300368.html,2000
1857,2019-04-25 06:18, (russian hill),Russian Hill 2br/1ba Cottage ~ J.Wavro,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-russian-hill-2br-1ba/6874340626.html,3800
1858,2019-04-25 06:18, (SOMA / south beach),"Located in Heart SOMA,3 level Loft,2 bedrooms,2.5brs,Patio,easy FWY ac",2br,1395ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-located-in-heart-soma3/6874340478.html,3920
1859,2019-04-25 06:17, (SOMA / south beach),"LOCATION,3)levels,PATIO, 2)Fireplaces,2)bdrm,2.5baths,easy FWY access",2br,1550ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-location3levelspatio/6874340076.html,4320
1860,2019-04-25 06:16, (russian hill),Remodeled top floor flat w/ 2 parking ~ J.Wavro,3br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-top-floor-flat/6874339111.html,9000
1861,2019-04-25 06:04, (mission district),Great Mission Apartment!,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-mission-apartment/6869464746.html,3600
1862,2019-04-25 05:55, (nob hill),BEAUTIFUL Studio - W/HARDWOOD Flrs - Avail NOW,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-studio-hardwood/6874327018.html,1995
1863,2019-04-25 05:23, (SOMA / south beach),Gaggenau appliances and Caesarstone counters / backsplash,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gaggenau-appliances-and/6871315006.html,3000
1864,2019-04-25 04:46, (SOMA / south beach),Historic Loft at the Oriental Warehouse Offering Bay Bridge Views.,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-historic-loft-at-the/6874295385.html,4500
1865,2019-04-25 04:35, (SOMA / south beach),Historic Loft at the Oriental Warehouse Offering Bay Bridge Views.,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-historic-loft-at-the/6874294633.html,4500
1866,2019-04-25 04:32, (SOMA / south beach),Historic Loft at the Oriental Warehouse Offering Bay Bridge Views.,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-historic-loft-at-the/6874292999.html,4500
1867,2019-04-25 04:26, (Carroll Street),Townhouse Near The Park,3br,3555ft2,https://sfbay.craigslist.org/sfc/apa/d/brooklyn-townhouse-near-the-park/6872346685.html,15000
1868,2019-04-25 04:13, (SOMA / south beach),"Close to LinkedIn, MOMA, TransBay Terminal, Apple's SF campus",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-close-to-linkedin-moma/6860922437.html,4500
1869,2019-04-25 04:13, (SOMA / south beach),"Close to LinkedIn, MOMA, TransBay Terminal, Apple's SF campus",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-close-to-linkedin-moma/6860922882.html,4500
1870,2019-04-25 04:13, (SOMA / south beach),"Close to LinkedIn, MOMA, TransBay Terminal, Apple's SF campus",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-close-to-linkedin-moma/6860925762.html,4500
1871,2019-04-25 04:13, (SOMA / south beach),"Close to LinkedIn, MOMA, TransBay Terminal, Apple's SF campus",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-close-to-linkedin-moma/6860924545.html,4500
1872,2019-04-25 04:13, (SOMA / south beach),"Close to LinkedIn, MOMA, TransBay Terminal, Apple's SF campus",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-close-to-linkedin-moma/6860923375.html,4500
1873,2019-04-25 04:13, (SOMA / south beach),"Close to LinkedIn, MOMA, TransBay Terminal, Apple's SF campus",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-close-to-linkedin-moma/6860923955.html,4500
1874,2019-04-25 04:13, (SOMA / south beach),"Close to LinkedIn, MOMA, TransBay Terminal, Apple's SF campus",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-close-to-linkedin-moma/6860925064.html,4500
1875,2019-04-25 04:07, (glen park),"❉❉❉ Noe/Glen Park Cottage, Yard, Garage, Remodeled Kitchen",3br,875ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-noe-glen-park-cottage/6865721611.html,5350
1876,2019-04-25 03:47, (nob hill),"LIKE 2 BDRM, 4TH FL, LARGE, NEW HWF, LIGHTED, OFF ST,2 BLKS TO UN. SQ!",1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-like-2-bdrm-4th-fl-large/6860189483.html,2500
1877,2019-04-25 03:47, (nob hill),"LIKE A 3 BDRM, 3RD FL, FACES ST., SUNNY, BRIGHT, 2 BLOCKS TO UN. SQ!",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-like-3-bdrm-3rd-fl-faces/6853008522.html,3900
1878,2019-04-25 03:47, (nob hill),"4TH FL, STUDIO, NEW HWD FL, BRIGHT, SUNNY, AWAY ST, 2 BLKS TO UN. SQ.!",,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-4th-fl-studio-new-hwd-fl/6853008096.html,1950
1879,2019-04-25 03:47, (lower nob hill),"3RD FL, COZY, OVRLOOK CRTYRD, QUIET, BRIGHT, WALK DIST. TO UN. SQ!",1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3rd-fl-cozy-ovrlook/6865960846.html,2300
1880,2019-04-25 03:29, (inner richmond),Completely Remodeled 1 Bedroom / 1 Bath Home Close to Everything.,1br,630ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-completely-remodeled-1/6872440182.html,1350
1881,2019-04-25 03:14, (bayview),Small 2 bedrooms unit,2br,300ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-small-2-bedrooms-unit/6872342690.html,1785
1882,2019-04-25 02:36, (Lower Nob Hill),"Homey Lower Nob Hill 1BR, 1 minute from St. Francis Memorial Hospital",1br,750ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-homey-lower-nob-hill-1br/6869858301.html,4690
1883,2019-04-25 02:09, (lower pac hts),"Spacious, Entire Top Flr. Lower Pac. Hts. Flat",1br,1100ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-entire-top-flr/6871818601.html,3600
1884,2019-04-25 02:08, (lower pac hts),"Great Lower Pac. Hts, 3 Bedroom Flat",3br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-lower-pac-hts-3/6872646684.html,5200
1885,2019-04-25 02:08, (downtown / civic / van ness),Cathedral Hill Top Floor Studio,,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-cathedral-hill-top-floor/6870374453.html,1895
1886,2019-04-25 01:43, (sunset / parkside),Convenient 2 BR 1 BA In-Law Unit For Rent,2br,539ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-convenient-2-br-1-ba-in/6874270658.html,2300
1887,2019-04-25 01:37, (SOMA / south beach),Beautifully Furnished Condo For Rent in Rincon Hill,1br,1080ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautifully-furnished/6874270107.html,2000
1888,2019-04-25 01:22, (sunset / parkside),new renovated 3 beds 2 bath 1 living room kitchen and nice backyard -,3br,1300ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-renovated-3-beds-2/6868804981.html,1400
1889,2019-04-25 01:22, (sunset / parkside),san francisco house for rent,3br,1300ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-san-francisco-house-for/6870592244.html,1400
1890,2019-04-25 01:22, (sunset / parkside),new renovated 3 beds 2 bath 1 living room kitchen and nice backyard,3br,1300ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-renovated-3-beds-2/6866688542.html,1800
1891,2019-04-25 01:22, (sunset / parkside),Newly Renovated Beautiful 3bedroom 2 bath with nice backyard,3br,1300ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-renovated-beautiful/6866052064.html,1400
1892,2019-04-25 01:22, (sunset / parkside),new renovated 3 beds 2 bath 1 living room kitchen and nice backyard,3br,1300ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-renovated-3-beds-2/6870599036.html,1800
1893,2019-04-25 01:22, (sunset / parkside),new renovated 3 beds 2 bath 1 living room kitchen and nice backyard,3br,1300ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-renovated-3-beds-2/6870599036.html,1800
1894,2019-04-25 01:22, (sunset / parkside),new renovated 3 beds 2 bath 1 living room kitchen and nice backyard,3br,1300ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-renovated-3-beds-2/6870599141.html,1800
1895,2019-04-25 00:55, (lower haight),Spacious 6 bed/3bath Top Floor Unit in Lower Haight Victorian,6br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-6-bed-3bath-top/6874266438.html,9300
1896,2019-04-25 00:51, (USF / panhandle),"$3,500.00  SUNNY LIGHT FILLED CORNER  2 Bdr/1 Bath Apartment",2br,,https://sfbay.craigslist.org/sfc/apa/d/sunny-light-filled-corner-2-bdr-1-bath/6874266048.html,3500
1897,2019-04-25 00:38, (San Francisco - Ingleside),Luxury Lakeside | Stand-Alone Home | Newly Remodeled | ReLISTO,4br,1775ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxury-lakeside-stand/6870815873.html,5495
1898,2019-04-25 00:24, (marina / cow hollow),Elegant 2 Lvl 3BR/3BA Marina Flat*Garage*GG Bridge Views*Near Chestnut,3br,3488ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-2-lvl-3br-3ba/6871486023.html,7500
1899,2019-04-25 00:14, (north beach / telegraph hill),Russian Hill Remodeled Prime Location 1Br can for 2BrOpenHouse Sun 1-2,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-russian-hill-remodeled/6874262168.html,3095
1900,2019-04-25 00:05, (twin peaks / diamond hts),"Nice 1 Bedroom suite, Near UCSF. Twin Peaks. Frost Knoll",1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-nice-1-bedroom-suite-near/6869035961.html,1680
1901,2019-04-24 23:51, (hayes valley),Hayes Valley top floor apartment steps away from Anina and Souvla,1br,450ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-hayes-valley-top-floor/6874259458.html,2995
1902,2019-04-24 23:46, (cole valley / ashbury hts),Gorgeous 3BR + bonus room Edwardian top flr flat,3br,1400ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-3br-bonus-room/6853687680.html,5475
1903,2019-04-24 23:38," (1805 La Terrace Cir San Jose, CA 95123)",2bed room 2bath room,,995ft2,https://sfbay.craigslist.org/sfc/apa/d/san-jose-2bed-room-2bath-room/6874257886.html,955
1904,2019-04-24 23:36, (potrero hill),"Potrero Hill , Chase Arena, remodeled  Nice 3 bedrooms, Clean, Gated",,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-potrero-hill-chase-arena/6862441501.html,4695
1905,2019-04-24 23:36, (sunset / parkside),"Nice 2 bedrooms apt , Bus stop, SF State, backyard",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-nice-2-bedrooms-apt-bus/6862433504.html,2895
1906,2019-04-24 23:20, (marina / cow hollow),SPACIOUS 2 BR COW HOLLOW APT,,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-2-br-cow-hollow/6863454763.html,3300
1907,2019-04-24 23:15, (haight ashbury),"1 BR Available in Beautiful, Sunny Victorian in Haight/Panhandle",1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-br-available-in/6874254312.html,1800
1908,2019-04-24 23:11, (haight ashbury),"1 BR Available in Beautiful, Sunny Victorian in Haight/Panhandle",2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-br-available-in/6874253791.html,1800
1909,2019-04-24 23:10, (glen park),"Beautiful, Huge, Remodeled Victorian",3br,2500ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-huge-remodeled/6861442730.html,5395
1910,2019-04-24 23:08, (laurel hts / presidio),PRESIDIO ROOM FOR RENT $1550 May 1st,5br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-presidio-room-for-rent/6858038934.html,1550
1911,2019-04-24 23:01, (sunset / parkside),Nice in-law unit for rent 25th Ave @Kirkham,1br,200ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-nice-in-law-unit-for-rent/6874252154.html,1600
1912,2019-04-24 22:57," (LOS ALTOS, CA 94022)",Spacious 1RM,1br,1283ft2,https://sfbay.craigslist.org/sfc/apa/d/los-altos-spacious-1rm/6871890299.html,1650
1913,2019-04-24 22:56, (sunset / parkside),"Lakeshore, San Francisco detached home 出租",2br,1200ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lakeshore-san-francisco/6874251276.html,3500
1914,2019-04-24 22:52, (russian hill),Duplex in Desirable Russian Hill - Walk everywhere!,3br,1400ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-duplex-in-desirable/6871505362.html,5300
1915,2019-04-24 22:47, (sunset / parkside),Newly remodeled 2bed/1bath unit in the heart of Sunset,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-remodeled-2bed/6874249704.html,1300
1916,2019-04-24 22:45, (sunset / parkside),Master bedroom for rent in unique 1925 Oliver Rousseau home,3br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-master-bedroom-for-rent/6874249333.html,2000
1917,2019-04-24 22:44, (Inner Richmond),1-bedroom Unit (great and convenient neighborhood),1br,500ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-unit-great-and/6864537727.html,2400
1918,2019-04-24 22:41, (visitacion valley),"House for rent 2 bed 1.5 bath, Little Hollywood",2br,1100ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-house-for-rent-2-bed-15/6868988462.html,3650
1919,2019-04-24 22:41, (sunset / parkside),Bright with Gas Fireplace and Patio,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-with-gas-fireplace/6864213966.html,2700
1920,2019-04-24 22:38, (bernal heights),Adorable Bernal Heights Cottage - Garbage Incld- Available June,1br,808ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-adorable-bernal-heights/6874247903.html,3995
1921,2019-04-24 22:34, (inner richmond),**Update 2 (two) bedrooms 2 (two) baths unit w/some furnished,2br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-update-2-two-bedrooms-2/6869238529.html,3800
1922,2019-04-24 22:32," (321 Langton St San Francisco, CA)",This contemporary live-work loft is located in the heart of bustling,1br,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-this-contemporary-live/6874246754.html,2360
1923,2019-04-24 22:31, (SOMA / south beach),LUMINA | Modern 1BR/1BA With Luxury Upgrades | Avail May 25,1br,851ft2,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lumina-modern-1br-1ba/6872605040.html,4688
